id,text
048.jpeg,"Bombay,"
048.jpeg,funded
048.jpeg,by
048.jpeg,National
048.jpeg,Mission
048.jpeg,on
048.jpeg,Education
048.jpeg,through
048.jpeg,"ICT,"
048.jpeg,"MHRD,"
048.jpeg,"Govt.,"
048.jpeg,of
048.jpeg,India.
048.jpeg,May
048.jpeg,24th
048.jpeg,2019
048.jpeg,ban
048.jpeg,Hobe
048.jpeg,Prof.
048.jpeg,Kannan
048.jpeg,M
048.jpeg,Moudgalya
048.jpeg,IT
048.jpeg,Bombay
048.jpeg, 
048.jpeg, 
049.jpeg,Certificate
049.jpeg,of
049.jpeg,Participation
049.jpeg,Presented
049.jpeg,to
049.jpeg,Yash
049.jpeg,"Chauhan,"
049.jpeg,Saya
049.jpeg,"Dubey,"
049.jpeg,Yash
049.jpeg,Madaiyar
049.jpeg,&
049.jpeg,for
049.jpeg,successfully
049.jpeg,completing
049.jpeg,a
049.jpeg,one-month
049.jpeg,internship
049.jpeg,program
049.jpeg,on
049.jpeg,"Azure,"
049.jpeg,Java
049.jpeg,and
049.jpeg,Web
049.jpeg,Development
049.jpeg,from
049.jpeg,December
049.jpeg,2022
049.jpeg,to
049.jpeg,January
049.jpeg,2023
049.jpeg,Organized
049.jpeg,by
049.jpeg,Department
049.jpeg,of
049.jpeg,Computer
049.jpeg,Engineering
049.jpeg,In
049.jpeg,Association
049.jpeg,with
049.jpeg,Claidroid
049.jpeg,Technologies
049.jpeg,Pvt.
049.jpeg,"Ltd.,"
049.jpeg,The
049.jpeg,Institution
049.jpeg,of
049.jpeg,Engineering
049.jpeg,and
049.jpeg,Technology
049.jpeg,(IET)
049.jpeg,&
049.jpeg,Industry
049.jpeg,Institute
049.jpeg,Interaction
049.jpeg,Cell
049.jpeg,of
049.jpeg,"KJSIT,"
049.jpeg,Mumbai
049.jpeg,eo
049.jpeg,=
049.jpeg,Vinay
049.jpeg,Sawarkar
049.jpeg,CEO
049.jpeg,Claidroid
049.jpeg,Technologies
049.jpeg,Pvt
049.jpeg,Ltd
049.jpeg, 
050.jpeg,Spoken
050.jpeg,Tutorial
050.jpeg, 
050.jpeg, 
050.jpeg,Certificate
050.jpeg,for
050.jpeg,Completion
050.jpeg,of
050.jpeg,Cpp
050.jpeg,Training
050.jpeg,This
050.jpeg,is
050.jpeg,to
050.jpeg,certify
050.jpeg,that
050.jpeg,PRIYANSHU
050.jpeg,SINGH
050.jpeg,has
050.jpeg,successfully
050.jpeg,completed
050.jpeg,Cpp
050.jpeg,test
050.jpeg,organized
050.jpeg,at
050.jpeg,Chandigarh
050.jpeg,university
050.jpeg,by
050.jpeg,Harvinderjeet
050.jpeg,Kaur
050.jpeg,with
050.jpeg,course
050.jpeg,material
050.jpeg,provided
050.jpeg,by
050.jpeg,the
050.jpeg,Spoken
050.jpeg,Tutorial
050.jpeg,"Project,"
050.jpeg,IIT
050.jpeg,Bombay.
050.jpeg,Passing
050.jpeg,an
050.jpeg,online
050.jpeg,"exam,"
050.jpeg,conducted
050.jpeg,remotely
050.jpeg,from
050.jpeg,IIT
050.jpeg,"Bombay,"
050.jpeg,is
050.jpeg,a
050.jpeg,pre-requisite
050.jpeg,for
050.jpeg,completing
050.jpeg,this
050.jpeg,training.
050.jpeg,Harmanpreet
050.jpeg,Kaur
050.jpeg,at
050.jpeg,Chandigarh
050.jpeg,university
050.jpeg,invigilated
050.jpeg,this
050.jpeg,examination.
050.jpeg,This
050.jpeg,training
050.jpeg,is
050.jpeg,offered
050.jpeg,by
050.jpeg,the
050.jpeg,Spoken
050.jpeg,Tutorial
050.jpeg,"Project,"
050.jpeg,IIT
050.jpeg,"Bombay,"
050.jpeg,funded
050.jpeg,by
050.jpeg,National
050.jpeg,Mission
050.jpeg,on
050.jpeg,Education
050.jpeg,through
050.jpeg,"ICT,"
050.jpeg,"MHRD,"
050.jpeg,"Govt.,"
050.jpeg,of
050.jpeg,India.
050.jpeg,May
050.jpeg,24th
050.jpeg,2019
050.jpeg,ban
050.jpeg,Hobe
050.jpeg,Prof.
050.jpeg,Kannan
050.jpeg,M
050.jpeg,Moudgalya
050.jpeg,IT
050.jpeg,Bombay
050.jpeg, 
050.jpeg, 
051.jpeg,Certificate
051.jpeg,of
051.jpeg,Participation
051.jpeg,Presented
051.jpeg,to
051.jpeg,Yash
051.jpeg,"Chauhan,"
051.jpeg,Saya
051.jpeg,"Dubey,"
051.jpeg,Yash
051.jpeg,Madaiyar
051.jpeg,&
051.jpeg,for
051.jpeg,successfully
051.jpeg,completing
051.jpeg,a
051.jpeg,one-month
051.jpeg,internship
051.jpeg,program
051.jpeg,on
051.jpeg,"Azure,"
051.jpeg,Java
051.jpeg,and
051.jpeg,Web
051.jpeg,Development
051.jpeg,from
051.jpeg,December
051.jpeg,2022
051.jpeg,to
051.jpeg,January
051.jpeg,2023
051.jpeg,Organized
051.jpeg,by
051.jpeg,Department
051.jpeg,of
051.jpeg,Computer
051.jpeg,Engineering
051.jpeg,In
051.jpeg,Association
051.jpeg,with
051.jpeg,Claidroid
051.jpeg,Technologies
051.jpeg,Pvt.
051.jpeg,"Ltd.,"
051.jpeg,The
051.jpeg,Institution
051.jpeg,of
051.jpeg,Engineering
051.jpeg,and
051.jpeg,Technology
051.jpeg,(IET)
051.jpeg,&
051.jpeg,Industry
051.jpeg,Institute
051.jpeg,Interaction
051.jpeg,Cell
051.jpeg,of
051.jpeg,"KJSIT,"
051.jpeg,Mumbai
051.jpeg,eo
051.jpeg,=
051.jpeg,Vinay
051.jpeg,Sawarkar
051.jpeg,CEO
051.jpeg,Claidroid
051.jpeg,Technologies
051.jpeg,Pvt
051.jpeg,Ltd
051.jpeg, 
052.jpeg, 
052.jpeg, 
052.jpeg, 
052.jpeg, 
052.jpeg, 
052.jpeg, 
052.jpeg,Google
052.jpeg,05/21/2020
052.jpeg,Priyanshu
052.jpeg,Singh
052.jpeg,has
052.jpeg,successfully
052.jpeg,completed
052.jpeg,Crash
052.jpeg,Course
052.jpeg,on
052.jpeg,Python
052.jpeg,an
052.jpeg,online
052.jpeg,non-credit
052.jpeg,course
052.jpeg,authorized
052.jpeg,by
052.jpeg,Google
052.jpeg,and
052.jpeg,offered
052.jpeg,through
052.jpeg,Coursera
052.jpeg,COURSE
052.jpeg,CERTIFICATE
052.jpeg, 
052.jpeg, 
052.jpeg, 
052.jpeg,Verify
052.jpeg,at
052.jpeg,coursera.org/verify/VWLX787T5DJP
052.jpeg,Coursera
052.jpeg,has
052.jpeg,confirmed
052.jpeg,the
052.jpeg,identity
052.jpeg,of
052.jpeg,this
052.jpeg,individual
052.jpeg,and
052.jpeg,their
052.jpeg,participation
052.jpeg,in
052.jpeg,the
052.jpeg,course.
052.jpeg, 
052.jpeg, 
052.jpeg, 
052.jpeg, 
052.jpeg, 
052.jpeg, 
052.jpeg, 
052.jpeg, 
052.jpeg, 
052.jpeg, 
052.jpeg, 
052.jpeg, 
052.jpeg, 
052.jpeg, 
052.jpeg, 
053.jpeg, 
053.jpeg,"Jess,"
053.jpeg,SOMAITYA
053.jpeg,VIDYAVIHAR
053.jpeg,ba
053.jpeg,ae
053.jpeg,K
053.jpeg,J
053.jpeg,Somaiya
053.jpeg,Institute
053.jpeg,of
053.jpeg,Engineering
053.jpeg,and
053.jpeg,Information
053.jpeg,Technolo
053.jpeg,x
053.jpeg,An
053.jpeg,Autonomous
053.jpeg,University
053.jpeg,gy
053.jpeg,Gniversity
053.jpeg,of
053.jpeg,slumbat
053.jpeg,Organizes
053.jpeg,|EEE-International
053.jpeg,Conference
053.jpeg,on
053.jpeg,Advances
053.jpeg,in
053.jpeg,Science
053.jpeg,and
053.jpeg,Technology
053.jpeg,(ICAST)-2022
053.jpeg,BOMBAY
053.jpeg,SECTION
053.jpeg, 
053.jpeg,This
053.jpeg,is
053.jpeg,to
053.jpeg,certify
053.jpeg,that
053.jpeg,Aditi
053.jpeg,Adurkar
053.jpeg,has
053.jpeg,participated/presented
053.jpeg,a
053.jpeg,paper
053.jpeg,titled
053.jpeg,Fire
053.jpeg,Detection
053.jpeg,using
053.jpeg,HSV
053.jpeg,color
053.jpeg,picker
053.jpeg,Published
053.jpeg,at
053.jpeg,IEEE
053.jpeg,Xplore
053.jpeg,on
053.jpeg,IEEE
053.jpeg,International
053.jpeg,Conference
053.jpeg,on
053.jpeg,Advances
053.jpeg,in
053.jpeg,Science
053.jpeg,and
053.jpeg,Technology
053.jpeg,(ICAST)-2022
053.jpeg,"""organized"
053.jpeg,by
053.jpeg,K.
053.jpeg,J.
053.jpeg,Somaiya
053.jpeg,Institute
053.jpeg,of
053.jpeg,Engineering
053.jpeg,and
053.jpeg,Information
053.jpeg,Technology
053.jpeg,(KJSIEIT)
053.jpeg,","
053.jpeg,"Sion,"
053.jpeg,Mumbai-22
053.jpeg,in
053.jpeg,association
053.jpeg,with
053.jpeg,University
053.jpeg,of
053.jpeg,Mumbai
053.jpeg,and
053.jpeg,technically
053.jpeg,co-sponsored
053.jpeg,by
053.jpeg,IEEE
053.jpeg,Bombay
053.jpeg,Section
053.jpeg,on
053.jpeg,and
053.jpeg,3
053.jpeg,of
053.jpeg,December
053.jpeg,2022.
053.jpeg,Dr.
053.jpeg,Suresh
053.jpeg,K.
053.jpeg,Ukarande
053.jpeg,Chairperson-ICAST
053.jpeg,"2022,"
053.jpeg,"Principal,"
053.jpeg,KJSIEIT
053.jpeg,Dr.Sunita
053.jpeg,R.
053.jpeg,Patil
053.jpeg,Convenor-ICAST
053.jpeg,"2022,"
053.jpeg,Vice
053.jpeg,"Principal,"
053.jpeg,KJSIEIT
053.jpeg, 
054.jpeg,Certificate
054.jpeg,no:
054.jpeg,UC-a53ad625-b256-4753-8102-dd3d65atb651
054.jpeg,U
054.jpeg,a
054.jpeg,e
054.jpeg,my
054.jpeg,Certificate
054.jpeg,url:
054.jpeg,ude.my/UC-a53ad625-b256-4753-8102-dd3d65atb651
054.jpeg,Reference
054.jpeg,Number:
054.jpeg,0004
054.jpeg,CERTIFICATE
054.jpeg,OF
054.jpeg,COMPLETION
054.jpeg,Data
054.jpeg,Warehouse
054.jpeg,ETL
054.jpeg,Testing
054.jpeg,&
054.jpeg,Data
054.jpeg,Quality
054.jpeg,Management
054.jpeg,A-Z
054.jpeg,Instructors
054.jpeg,Priyanshu
054.jpeg,Singh
054.jpeg,Date
054.jpeg,Oct.
054.jpeg,"13,"
054.jpeg,2022
054.jpeg,Length
054.jpeg,2
054.jpeg,total
054.jpeg,hours
055.jpeg,   
055.jpeg,    
055.jpeg, 
055.jpeg, 
055.jpeg,ATHARVA
055.jpeg,EDUCATIONAL
055.jpeg,TRUST'S
055.jpeg,ATHARVA
055.jpeg,COLLEGE
055.jpeg,OFENGINEERING
055.jpeg,(APPROVED
055.jpeg,BY
055.jpeg,"AICTE,"
055.jpeg,RECOGNIZED
055.jpeg,BY
055.jpeg,GOVERNMENT
055.jpeg,OF
055.jpeg,MAHARASHTRA
055.jpeg,COUNCIL
055.jpeg,COLLEGE
055.jpeg,OF
055.jpeg,ENGINEERING
055.jpeg,&
055.jpeg,AFFILIATED
055.jpeg,TO
055.jpeg,UNIVERSITY
055.jpeg,OF
055.jpeg,MUMBAI
055.jpeg,-
055.jpeg,ESTD.
055.jpeg,1999
055.jpeg,-
055.jpeg,2000)
055.jpeg,(aso
055.jpeg,ia
055.jpeg,ISO
055.jpeg,21001:
055.jpeg,2018
055.jpeg,ISO
055.jpeg,14001
055.jpeg,:
055.jpeg,2015
055.jpeg,ISO
055.jpeg,9001
055.jpeg,:
055.jpeg,2015
055.jpeg,DEPARTMENT
055.jpeg,OF
055.jpeg,COMPUTER
055.jpeg,ENGINEERING
055.jpeg,CERTIFICATE
055.jpeg,OF
055.jpeg,PARTICIPATION
055.jpeg,This
055.jpeg,is
055.jpeg,to
055.jpeg,certify
055.jpeg,that
055.jpeg,Aditi
055.jpeg,Singh
055.jpeg,Bisht
055.jpeg,from
055.jpeg,KJ
055.jpeg,Somaiya
055.jpeg,Institute
055.jpeg,of
055.jpeg,Technology
055.jpeg,has
055.jpeg,attended
055.jpeg,the
055.jpeg,LEVEL
055.jpeg,PROJECT
055.jpeg,COMPETITION
055.jpeg,"2023,"
055.jpeg,held
055.jpeg,on
055.jpeg,3rd
055.jpeg,April
055.jpeg,2023
055.jpeg,organized
055.jpeg,by
055.jpeg,Computer
055.jpeg,Engineering
055.jpeg,"Department,"
055.jpeg,Atharva
055.jpeg,College
055.jpeg,of
055.jpeg,"Engineering,Mumbai"
055.jpeg,gE
055.jpeg,Dr.
055.jpeg,Suvarna
055.jpeg,Pansambal
055.jpeg,ITO
055.jpeg,Dr.
055.jpeg,Ramesh
055.jpeg,Kulkarni
055.jpeg,"HOD,CMPN"
055.jpeg,"Principal,ACE"
055.jpeg,   
055.jpeg, 
055.jpeg,   
056.jpeg,Certificate
056.jpeg,no:
056.jpeg,UC-4228b310-7cde-42de-a5b8-61b67d3ca658
056.jpeg,U
056.jpeg,a
056.jpeg,e
056.jpeg,mM
056.jpeg,Certificate
056.jpeg,url:
056.jpeg,ude.my/UC-4228b310-7cde-42de-a5b8-61b67d3ca658
056.jpeg,Reference
056.jpeg,Number:
056.jpeg,0004
056.jpeg,CERTIFICATE
056.jpeg,OF
056.jpeg,COMPLETION
056.jpeg,Data
056.jpeg,Warehouse
056.jpeg,Fundamentals
056.jpeg,for
056.jpeg,Beginners
056.jpeg,Instructors
056.jpeg,Alan
056.jpeg,Simon
056.jpeg,Priyanshu
056.jpeg,Singh
056.jpeg,Date
056.jpeg,March
056.jpeg,"15,"
056.jpeg,2022
056.jpeg,Length
056.jpeg,5
056.jpeg,total
056.jpeg,hours
057.jpeg,Ors
057.jpeg,SOMAIYA
057.jpeg,|
057.jpeg,=
057.jpeg,T
057.jpeg,The
057.jpeg,Institution
057.jpeg,of
057.jpeg,s
057.jpeg,VIDYAVIHAR
057.jpeg,Engineering
057.jpeg,and
057.jpeg,Technology
057.jpeg,“ye
057.jpeg,iS
057.jpeg,K
057.jpeg,J
057.jpeg,Somaiya
057.jpeg,Institute
057.jpeg,of
057.jpeg,Technology
057.jpeg,Participation
057.jpeg,Certificate
057.jpeg,oF
057.jpeg,Aditi
057.jpeg,Singh
057.jpeg,Bisht
057.jpeg,has
057.jpeg,participated
057.jpeg,in
057.jpeg,National
057.jpeg,Level
057.jpeg,Poster
057.jpeg,cum
057.jpeg,Project
057.jpeg,Competition
057.jpeg,“KJSIT-IET-INTECH
057.jpeg,2K23”
057.jpeg,organized
057.jpeg,by
057.jpeg,K
057.jpeg,J
057.jpeg,Somaiya
057.jpeg,Institute
057.jpeg,of
057.jpeg,"Technology,"
057.jpeg,"Sion,"
057.jpeg,Mumbai
057.jpeg,in
057.jpeg,association
057.jpeg,with
057.jpeg,The
057.jpeg,Institution
057.jpeg,of
057.jpeg,Engineering
057.jpeg,and
057.jpeg,"Technology,"
057.jpeg,Mumbai
057.jpeg,Local
057.jpeg,Network
057.jpeg, 
057.jpeg,on
057.jpeg,March
057.jpeg,"25,"
057.jpeg,2023
057.jpeg,pee
057.jpeg,Mr.
057.jpeg,Vikrant
057.jpeg,Sankhe
057.jpeg,Dr.
057.jpeg,Sunita
057.jpeg,Patil
057.jpeg,Dr.
057.jpeg,Suresh
057.jpeg,Ukarande
057.jpeg,"Chairman,"
057.jpeg,IET
057.jpeg,Mumbai
057.jpeg,LN
057.jpeg,Vice
057.jpeg,"Principal,"
057.jpeg,KJSIEIT
057.jpeg,"Principal,"
057.jpeg,KJSIEIT
057.jpeg, 
058.jpeg, 
058.jpeg, 
058.jpeg,i
058.jpeg,Certificate
058.jpeg,Of
058.jpeg,Participation
058.jpeg,i
058.jpeg,This
058.jpeg,certificate
058.jpeg,appreciates
058.jpeg,Priyanshu
058.jpeg,Singh
058.jpeg,for
058.jpeg,participating
058.jpeg,in
058.jpeg,DevFest
058.jpeg,India
058.jpeg,organised
058.jpeg,by
058.jpeg,GDG
058.jpeg,Communities
058.jpeg,in
058.jpeg,India
058.jpeg,on
058.jpeg,October
058.jpeg,"16-18,"
058.jpeg,2020.
059.jpeg,SOMATYA
059.jpeg,be.
059.jpeg,VIDYAVIHAR
059.jpeg,  
059.jpeg, 
059.jpeg,Thay
059.jpeg,K
059.jpeg,J
059.jpeg,Somaiya
059.jpeg,Institute
059.jpeg,of
059.jpeg,Engineering
059.jpeg,&
059.jpeg,Information
059.jpeg,Technology
059.jpeg,An
059.jpeg,Autonomous
059.jpeg,Institute
059.jpeg,permanently
059.jpeg,affiliated
059.jpeg,to
059.jpeg,University
059.jpeg,of
059.jpeg,Mumbai.
059.jpeg,Ref:
059.jpeg,KISIT/COMP/22-23/STU/684
059.jpeg,3
059.jpeg,April
059.jpeg,2023
059.jpeg,It
059.jpeg,is
059.jpeg,with
059.jpeg,utmost
059.jpeg,pleasure
059.jpeg,that
059.jpeg,‘we
059.jpeg,present
059.jpeg,this
059.jpeg,Letter
059.jpeg,of
059.jpeg,Appreciation
059.jpeg,to
059.jpeg,Shirke
059.jpeg,Aditya
059.jpeg,for
059.jpeg,securing
059.jpeg,third
059.jpeg,rank.in
059.jpeg,Second
059.jpeg,Year
059.jpeg,Semester
059.jpeg,-III
059.jpeg,of
059.jpeg,Department
059.jpeg,of
059.jpeg,Computer
059.jpeg,Engineering
059.jpeg,in
059.jpeg,recognition
059.jpeg,of
059.jpeg,your
059.jpeg,academic
059.jpeg,success
059.jpeg,in
059.jpeg,the
059.jpeg,academic
059.jpeg,year
059.jpeg,2022-23.
059.jpeg,We
059.jpeg,applaud
059.jpeg,your
059.jpeg,dedication
059.jpeg,and
059.jpeg,congratulate
059.jpeg,you
059.jpeg,on
059.jpeg,your
059.jpeg,success.
059.jpeg,pel
059.jpeg,Dr.
059.jpeg,Sarita
059.jpeg,Ambadekar
059.jpeg,Dr.
059.jpeg,Suresh
059.jpeg,Ukarande
059.jpeg,Head
059.jpeg,of
059.jpeg,Department
059.jpeg,Principal
059.jpeg,Computer
059.jpeg,Engineering
059.jpeg,K
059.jpeg,J
059.jpeg,Somaiya
059.jpeg,Institute
059.jpeg,of
059.jpeg,Engineering
059.jpeg,&
059.jpeg,Information
059.jpeg,Technology
059.jpeg,Somaiya
059.jpeg,Ayurvihar
059.jpeg,"Complex,"
059.jpeg,Eastern
059.jpeg,Express
059.jpeg,"Highway,"
059.jpeg,Near
059.jpeg,Everard
059.jpeg,"Nagar,"
059.jpeg,Sion
059.jpeg,"(E),"
059.jpeg,Mumbai
059.jpeg,-
059.jpeg,400
059.jpeg,"022,"
059.jpeg,India
060.jpeg, 
060.jpeg,F
060.jpeg,Certificate
060.jpeg,of
060.jpeg,Participation
060.jpeg,This
060.jpeg,certificate
060.jpeg,is
060.jpeg,presented
060.jpeg,to
060.jpeg,@
060.jpeg,Py
060.jpeg,7
060.jpeg,&
060.jpeg, 
060.jpeg,Priynshu
060.jpeg,singh
060.jpeg, 
060.jpeg,for
060.jpeg,participating
060.jpeg,in
060.jpeg,the
060.jpeg,DevMela
060.jpeg,on
060.jpeg,November
060.jpeg,28
060.jpeg,&
060.jpeg,"29,"
060.jpeg,2020
060.jpeg,organized
060.jpeg,by
060.jpeg,Google
060.jpeg,Developers
060.jpeg,Group
060.jpeg,Jalandhar
060.jpeg,&
060.jpeg,DSC
060.jpeg,Clubs
060.jpeg,of
060.jpeg,Punjab.
060.jpeg,#DevMela
060.jpeg,#GetYourTasteBudsReady
060.jpeg,Google
060.jpeg,Developers
060.jpeg,Group
060.jpeg,Jalandhar
060.jpeg,gdg.community.dev/GDG-
060.jpeg,Jalandhar
060.jpeg,eer
060.jpeg,ile
060.jpeg,1
060.jpeg,;
060.jpeg,ertiticate
060.jpeg,No.
060.jpeg,:
060.jpeg,-
060.jpeg,Mail:
060.jpeg,gdgjalandhar@gmail.com
060.jpeg,Date:
060.jpeg,13
060.jpeg,Dec
060.jpeg,2000
061.jpeg,acmegrade
061.jpeg,INTERNSHIP
061.jpeg,CERTIFICATION
061.jpeg,This
061.jpeg,is
061.jpeg,to
061.jpeg,certify
061.jpeg,that
061.jpeg,AKANKSHA
061.jpeg,ASHISH
061.jpeg,PINTO
061.jpeg,Web
061.jpeg,Development
061.jpeg,has
061.jpeg,successfully
061.jpeg,completed
061.jpeg,her/his
061.jpeg,internship
061.jpeg,in
061.jpeg,12-Aug-2022
061.jpeg,to
061.jpeg,12-Oct-2022
061.jpeg,.
061.jpeg,During
061.jpeg,this
061.jpeg,period
061.jpeg,the
061.jpeg,from
061.jpeg,student
061.jpeg,was
061.jpeg,found
061.jpeg,to
061.jpeg,be
061.jpeg,"dedicated,"
061.jpeg,determined
061.jpeg,and
061.jpeg,hardworking.
061.jpeg,Certificate
061.jpeg,number:
061.jpeg,AGI2208257
061.jpeg,%
061.jpeg,im
061.jpeg,ne
061.jpeg,For
061.jpeg,certificate
061.jpeg,authentication
061.jpeg,Challa
061.jpeg,Rohit
061.jpeg,|
061.jpeg,can
061.jpeg,OR
061.jpeg,code
061.jpeg,Academic
061.jpeg,Head
061.jpeg, 
062.jpeg, 
062.jpeg,CERTIFICATE
062.jpeg,PROUDLY
062.jpeg,PRESENTED
062.jpeg,TO
062.jpeg, 
062.jpeg,Full
062.jpeg,Stack
062.jpeg,Web
062.jpeg,Development
062.jpeg,Program
062.jpeg,Demo
062.jpeg,Session
062.jpeg,Feb
062.jpeg,"16,"
062.jpeg,2021
062.jpeg,Karan
062.jpeg,at
062.jpeg,Edureka
062.jpeg,Date
062.jpeg,of
062.jpeg,Completion
062.jpeg,Organizer
062.jpeg,e
062.jpeg,d
062.jpeg,u
062.jpeg,r
062.jpeg,e
062.jpeg,k
062.jpeg,a
062.jpeg, 
063.jpeg,pu?
063.jpeg,Mone
063.jpeg,&
063.jpeg,"Ko,"
063.jpeg,S
063.jpeg,SOMATYA
063.jpeg,J
063.jpeg,Tie
063.jpeg,o
063.jpeg,YAVIHAR
063.jpeg,Engineering
063.jpeg,and
063.jpeg,Technology
063.jpeg,“Wa
063.jpeg,K
063.jpeg,J
063.jpeg,Somaiya
063.jpeg,Institute
063.jpeg,of
063.jpeg,Technology
063.jpeg,Participation
063.jpeg,Certificate
063.jpeg,Amogh
063.jpeg,Joshi
063.jpeg,has
063.jpeg,participated
063.jpeg,in
063.jpeg,National
063.jpeg,Level
063.jpeg,Poster
063.jpeg,cum
063.jpeg,Project
063.jpeg,Competition
063.jpeg,“KJSIT-IET-INTECH
063.jpeg,2K23”
063.jpeg,organized
063.jpeg,by
063.jpeg,K
063.jpeg,J
063.jpeg,Somaiya
063.jpeg,Institute
063.jpeg,of
063.jpeg,"Technology,"
063.jpeg,"Sion,"
063.jpeg,Mumbai
063.jpeg,in
063.jpeg,association
063.jpeg,with
063.jpeg,The
063.jpeg,Institution
063.jpeg,of
063.jpeg,Engineering
063.jpeg,and
063.jpeg,"Technology,"
063.jpeg,Mumbai
063.jpeg,Local
063.jpeg,Network
063.jpeg,on
063.jpeg,March
063.jpeg,"25,"
063.jpeg,2023
063.jpeg,Mr.
063.jpeg,Vikrant
063.jpeg,Sankhe
063.jpeg,Dr.
063.jpeg,Sunita
063.jpeg,Patil
063.jpeg,Dr.
063.jpeg,Suresh
063.jpeg,Ukarande
063.jpeg,"Chairman,"
063.jpeg,IET
063.jpeg,Mumbai
063.jpeg,LN
063.jpeg,Vice
063.jpeg,"Principal,"
063.jpeg,KJSIEIT
063.jpeg,"Principal,"
063.jpeg,KJSIEIT
063.jpeg, 
064.jpeg, 
064.jpeg, 
064.jpeg, 
064.jpeg, 
064.jpeg,Google
064.jpeg,Cloud
064.jpeg,Jan
064.jpeg,"11,"
064.jpeg,2021
064.jpeg,Priyanshu
064.jpeg,Singh
064.jpeg,has
064.jpeg,successfully
064.jpeg,completed
064.jpeg,Elastic
064.jpeg,Google
064.jpeg,Cloud
064.jpeg,Infrastructure:
064.jpeg,Scaling
064.jpeg,and
064.jpeg,Automation
064.jpeg,an
064.jpeg,online
064.jpeg,non-credit
064.jpeg,course
064.jpeg,authorized
064.jpeg,by
064.jpeg,Google
064.jpeg,Cloud
064.jpeg,and
064.jpeg,offered
064.jpeg,through
064.jpeg,Coursera
064.jpeg,COURSE
064.jpeg,CERTIFICATE
064.jpeg, 
064.jpeg, 
064.jpeg, 
064.jpeg,Verify
064.jpeg,at
064.jpeg,coursera.org/verify/L9GWPAA3WAU9
064.jpeg,Coursera
064.jpeg,has
064.jpeg,confirmed
064.jpeg,the
064.jpeg,identity
064.jpeg,of
064.jpeg,this
064.jpeg,individual
064.jpeg,and
064.jpeg,their
064.jpeg,participation
064.jpeg,in
064.jpeg,the
064.jpeg,course.
064.jpeg, 
064.jpeg, 
064.jpeg, 
064.jpeg, 
064.jpeg, 
064.jpeg, 
065.jpeg,Microsoft
065.jpeg,Learn
065.jpeg,Student
065.jpeg,Ambassador
065.jpeg,This
065.jpeg,certificate
065.jpeg,is
065.jpeg,presented
065.jpeg,to:
065.jpeg,Jay
065.jpeg,Munjapara
065.jpeg,For
065.jpeg,active
065.jpeg,participation
065.jpeg,and
065.jpeg,commendable
065.jpeg,efforts
065.jpeg,in
065.jpeg,Microsoft
065.jpeg,Learn
065.jpeg,Student
065.jpeg,"Ambassadors,"
065.jpeg,AMU
065.jpeg,Battlegrounds.
065.jpeg,Event
065.jpeg,Hosted
065.jpeg,By
065.jpeg,PRANSHI
065.jpeg,JINDAL
065.jpeg,Microsoft
065.jpeg,Learn
065.jpeg,Student
065.jpeg,Ambassador
065.jpeg,Microsoft
065.jpeg,Learn
065.jpeg,aL
065.jpeg, 
066.jpeg,Certificate
066.jpeg,no:
066.jpeg,UC-217d9692-d051-485d-98e9-91ba79e7717T
066.jpeg,U
066.jpeg,a
066.jpeg,e
066.jpeg,my
066.jpeg,Certificate
066.jpeg,url:
066.jpeg,Reference
066.jpeg,Number:
066.jpeg,0004
066.jpeg,CERTIFICATE
066.jpeg,OF
066.jpeg,COMPLETION
066.jpeg,Data
066.jpeg,Modeling
066.jpeg,and
066.jpeg,Relational
066.jpeg,Database
066.jpeg,Design
066.jpeg,using
066.jpeg,ERwin
066.jpeg,Instructors
066.jpeg,Haris
066.jpeg,Kilikotu
066.jpeg,Priyanshu
066.jpeg,Singh
066.jpeg,Date
066.jpeg,Oct.
066.jpeg,"10,"
066.jpeg,2022
066.jpeg,Length
066.jpeg,3.5
066.jpeg,total
066.jpeg,hours
067.jpeg,Certificate
067.jpeg,of
067.jpeg,Participation
067.jpeg,Presented
067.jpeg,to
067.jpeg,Coa
067.jpeg,"Madan,"
067.jpeg,Dhokiya
067.jpeg,Clditya
067.jpeg,Bhavsar
067.jpeg,&
067.jpeg,Dixit
067.jpeg,for
067.jpeg,successfully
067.jpeg,completing
067.jpeg,a
067.jpeg,one-month
067.jpeg,internship
067.jpeg,program
067.jpeg,on
067.jpeg,"Azure,"
067.jpeg,Java
067.jpeg,and
067.jpeg,Web
067.jpeg,Development
067.jpeg,from
067.jpeg,December
067.jpeg,2022
067.jpeg,to
067.jpeg,January
067.jpeg,2023
067.jpeg,Department
067.jpeg,of
067.jpeg,Computer
067.jpeg,Engineering
067.jpeg,In
067.jpeg,Association
067.jpeg,with
067.jpeg,Claidroid
067.jpeg,Technologies
067.jpeg,Pvt.
067.jpeg,"Ltd.,"
067.jpeg,The
067.jpeg,Institution
067.jpeg,of
067.jpeg,Engineering
067.jpeg,and
067.jpeg,Technology
067.jpeg,(IET)
067.jpeg,&
067.jpeg,Industry
067.jpeg,Institute
067.jpeg,Interaction
067.jpeg,Cell
067.jpeg,(IIIC)
067.jpeg,of
067.jpeg,"KJSIT,"
067.jpeg,Mumbai
067.jpeg,e
067.jpeg,=
067.jpeg,Vinay
067.jpeg,Sawarkar
067.jpeg,GEO
