id,text,tag
053.jpeg,IEEE,I-COI
053.jpeg,International,I-COI
053.jpeg,Conference,I-COI
053.jpeg,on,I-COI
053.jpeg,Advances,I-COI
053.jpeg,in,I-COI
053.jpeg,Science,I-COI
053.jpeg,and,I-COI
053.jpeg,Technology,I-COI
053.jpeg,(ICAST)-2022,I-COI
053.jpeg,"""organized",B-DES
053.jpeg,by,I-DES
053.jpeg,K.,I-DES
053.jpeg,J.,I-DES
053.jpeg,Somaiya,I-DES
053.jpeg,Institute,I-DES
053.jpeg,of,I-DES
053.jpeg,Engineering,I-DES
053.jpeg,and,I-DES
053.jpeg,Information,I-DES
053.jpeg,Technology,I-DES
053.jpeg,(KJSIEIT),I-DES
053.jpeg,",",I-DES
053.jpeg,"Sion,",I-DES
053.jpeg,Mumbai-22,I-DES
053.jpeg,in,I-DES
053.jpeg,association,I-DES
053.jpeg,with,I-DES
053.jpeg,University,I-DES
053.jpeg,of,I-DES
053.jpeg,Mumbai,I-DES
053.jpeg,and,I-DES
053.jpeg,technically,I-DES
053.jpeg,co-sponsored,I-DES
053.jpeg,by,I-DES
053.jpeg,IEEE,I-DES
053.jpeg,Bombay,I-DES
053.jpeg,Section,I-DES
053.jpeg,on,B-DAT
053.jpeg,and,I-DAT
053.jpeg,3,I-DAT
053.jpeg,of,I-DAT
053.jpeg,December,I-DAT
053.jpeg,2022,I-DAT
053.jpeg,Dr.,B-NCER
053.jpeg,Suresh,I-NCER
053.jpeg,K.,I-NCER
053.jpeg,Ukarande,I-NCER
053.jpeg,Chairperson-ICAST,I-NCER
053.jpeg,"2022,",I-NCER
053.jpeg,"Principal,",I-NCER
053.jpeg,KJSIEIT,I-NCER
053.jpeg,Dr.Sunita,I-NCER
053.jpeg,R.,I-NCER
053.jpeg,Patil,I-NCER
053.jpeg,Convenor-ICAST,I-NCER
053.jpeg,"2022,",I-NCER
053.jpeg,Vice,I-NCER
053.jpeg,"Principal,",I-NCER
053.jpeg,KJSIEIT,I-NCER
053.jpeg,,O
054.jpeg,Certificate,B-DES
054.jpeg,no:,I-DES
054.jpeg,UC-a53ad625-b256-4753-8102-dd3d65atb651,I-DES
054.jpeg,U,B-COI
054.jpeg,a,I-COI
054.jpeg,e,I-COI
054.jpeg,my,I-COI
054.jpeg,Certificate,B-DES
054.jpeg,url:,I-DES
054.jpeg,ude.my/UC-a53ad625-b256-4753-8102-dd3d65atb651,I-DES
054.jpeg,Reference,I-DES
054.jpeg,Number:,I-DES
054.jpeg,4,I-DES
054.jpeg,CERTIFICATE,B-TYP
054.jpeg,OF,I-TYP
054.jpeg,COMPLETION,I-TYP
054.jpeg,Data,B-DES
054.jpeg,Warehouse,I-DES
054.jpeg,ETL,I-DES
054.jpeg,Testing,I-DES
054.jpeg,&,I-DES
054.jpeg,Data,I-DES
054.jpeg,Quality,I-DES
054.jpeg,Management,I-DES
054.jpeg,A-Z,I-DES
054.jpeg,Instructors,I-DES
054.jpeg,Priyanshu,I-DES
054.jpeg,Singh,I-DES
054.jpeg,Date,B-DAT
054.jpeg,Oct.,I-DAT
054.jpeg,"13,",I-DAT
054.jpeg,2022,I-DAT
054.jpeg,Length,B-DES
054.jpeg,2,I-DES
054.jpeg,total,I-DES
054.jpeg,hours,I-DES
055.jpeg,,O
055.jpeg,,O
055.jpeg,,O
055.jpeg,,O
055.jpeg,ATHARVA,B-COI
055.jpeg,EDUCATIONAL,I-COI
055.jpeg,TRUST'S,I-COI
055.jpeg,ATHARVA,I-COI
055.jpeg,COLLEGE,I-COI
055.jpeg,OFENGINEERING,I-COI
055.jpeg,(APPROVED,I-COI
055.jpeg,BY,I-COI
055.jpeg,"AICTE,",I-COI
055.jpeg,RECOGNIZED,I-COI
055.jpeg,BY,I-COI
055.jpeg,GOVERNMENT,I-COI
055.jpeg,OF,I-COI
055.jpeg,MAHARASHTRA,I-COI
055.jpeg,COUNCIL,I-COI
055.jpeg,COLLEGE,I-COI
055.jpeg,OF,I-COI
055.jpeg,ENGINEERING,I-COI
055.jpeg,&,I-COI
055.jpeg,AFFILIATED,I-COI
055.jpeg,TO,I-COI
055.jpeg,UNIVERSITY,I-COI
055.jpeg,OF,I-COI
055.jpeg,MUMBAI,I-COI
055.jpeg,-,O
055.jpeg,ESTD.,B-DES
055.jpeg,1999,I-DES
055.jpeg,-,I-DES
055.jpeg,2000),I-DES
055.jpeg,(aso,I-DES
055.jpeg,ia,I-DES
055.jpeg,ISO,I-DES
055.jpeg,21001:,I-DES
055.jpeg,2018,I-DES
055.jpeg,ISO,I-DES
055.jpeg,14001,I-DES
055.jpeg,:,I-DES
055.jpeg,2015,I-DES
055.jpeg,ISO,I-DES
055.jpeg,9001,I-DES
055.jpeg,:,I-DES
055.jpeg,2015,I-DES
055.jpeg,DEPARTMENT,I-DES
055.jpeg,OF,I-DES
055.jpeg,COMPUTER,I-DES
055.jpeg,ENGINEERING,I-DES
055.jpeg,CERTIFICATE,B-TYP
055.jpeg,OF,I-TYP
055.jpeg,PARTICIPATION,I-TYP
055.jpeg,This,B-DES
055.jpeg,is,I-DES
055.jpeg,to,I-DES
055.jpeg,certify,I-DES
055.jpeg,that,I-DES
055.jpeg,Aditi,B-STU
055.jpeg,Singh,I-STU
055.jpeg,Bisht,I-STU
055.jpeg,from,B-DES
055.jpeg,KJ,I-DES
055.jpeg,Somaiya,I-DES
055.jpeg,Institute,I-DES
055.jpeg,of,I-DES
055.jpeg,Technology,I-DES
055.jpeg,has,I-DES
055.jpeg,attended,I-DES
055.jpeg,the,I-DES
055.jpeg,LEVEL,I-DES
055.jpeg,PROJECT,I-DES
055.jpeg,COMPETITION,I-DES
055.jpeg,"2023,",I-DES
055.jpeg,held,I-DES
055.jpeg,on,I-DES
055.jpeg,3rd,B-DAT
055.jpeg,April,I-DAT
055.jpeg,2023,I-DAT
055.jpeg,organized,B-DES
055.jpeg,by,I-DES
055.jpeg,Computer,I-DES
055.jpeg,Engineering,I-DES
055.jpeg,"Department,",I-DES
055.jpeg,Atharva,I-DES
055.jpeg,College,I-DES
055.jpeg,of,I-DES
055.jpeg,"Engineering,Mumbai",I-DES
055.jpeg,gE,I-DES
055.jpeg,Dr.,B-NCER
055.jpeg,Suvarna,I-NCER
055.jpeg,Pansambal,I-NCER
055.jpeg,ITO,I-NCER
055.jpeg,Dr.,I-NCER
055.jpeg,Ramesh,I-NCER
055.jpeg,Kulkarni,I-NCER
055.jpeg,"HOD,CMPN",I-NCER
055.jpeg,"Principal,ACE",I-NCER
055.jpeg,,O
055.jpeg,,O
055.jpeg,,O
056.jpeg,Certificate,B-DES
056.jpeg,no:,I-DES
056.jpeg,UC-4228b310-7cde-42de-a5b8-61b67d3ca658,I-DES
056.jpeg,U,B-COI
056.jpeg,a,I-COI
056.jpeg,e,I-COI
056.jpeg,mM,I-COI
056.jpeg,Certificate,B-DES
056.jpeg,url:,I-DES
056.jpeg,ude.my/UC-4228b310-7cde-42de-a5b8-61b67d3ca658,I-DES
056.jpeg,Reference,I-DES
056.jpeg,Number:,I-DES
056.jpeg,4,I-DES
056.jpeg,CERTIFICATE,B-TYP
056.jpeg,OF,I-TYP
056.jpeg,COMPLETION,I-TYP
056.jpeg,Data,B-DES
056.jpeg,Warehouse,I-DES
056.jpeg,Fundamentals,I-DES
056.jpeg,for,I-DES
056.jpeg,Beginners,I-DES
056.jpeg,Instructors,I-DES
056.jpeg,Alan,B-NCER
056.jpeg,Simon,I-NCER
056.jpeg,Priyanshu,B-STU
056.jpeg,Singh,I-STU
056.jpeg,Date,B-DAT
056.jpeg,March,I-DAT
056.jpeg,"15,",I-DAT
056.jpeg,2022,I-DAT
056.jpeg,Length,B-DES
056.jpeg,5,I-DES
056.jpeg,total,I-DES
056.jpeg,hours,I-DES
057.jpeg,Ors,I-DES
057.jpeg,SOMAIYA,I-DES
057.jpeg,|,I-DES
057.jpeg,#ERROR!,O
057.jpeg,T,B-COI
057.jpeg,The,I-COI
057.jpeg,Institution,I-COI
057.jpeg,of,I-COI
057.jpeg,s,I-COI
057.jpeg,VIDYAVIHAR,I-COI
057.jpeg,Engineering,I-COI
057.jpeg,and,I-COI
057.jpeg,Technology,I-COI
057.jpeg,“ye,I-COI
057.jpeg,iS,I-COI
057.jpeg,K,I-COI
057.jpeg,J,I-COI
057.jpeg,Somaiya,I-COI
057.jpeg,Institute,I-COI
057.jpeg,of,I-COI
057.jpeg,Technology,I-COI
057.jpeg,Participation,B-TYP
057.jpeg,Certificate,I-TYP
057.jpeg,oF,B-DES
057.jpeg,Aditi,B-STU
057.jpeg,Singh,I-STU
057.jpeg,Bisht,I-STU
057.jpeg,has,B-DES
057.jpeg,participated,I-DES
057.jpeg,in,I-DES
057.jpeg,National,I-DES
057.jpeg,Level,I-DES
057.jpeg,Poster,I-DES
057.jpeg,cum,I-DES
057.jpeg,Project,I-DES
057.jpeg,Competition,I-DES
057.jpeg,“KJSIT-IET-INTECH,I-DES
057.jpeg,2K23”,I-DES
057.jpeg,organized,I-DES
057.jpeg,by,I-DES
057.jpeg,K,B-COI
057.jpeg,J,I-COI
057.jpeg,Somaiya,I-COI
057.jpeg,Institute,I-COI
057.jpeg,of,I-COI
057.jpeg,"Technology,",I-COI
057.jpeg,"Sion,",I-COI
057.jpeg,Mumbai,I-COI
057.jpeg,in,I-COI
057.jpeg,association,I-COI
057.jpeg,with,I-COI
057.jpeg,The,I-COI
057.jpeg,Institution,I-COI
057.jpeg,of,I-COI
057.jpeg,Engineering,I-COI
057.jpeg,and,I-COI
057.jpeg,"Technology,",I-COI
057.jpeg,Mumbai,I-COI
057.jpeg,Local,I-COI
057.jpeg,Network,I-COI
057.jpeg,,O
057.jpeg,on,B-DAT
057.jpeg,March,I-DAT
057.jpeg,"25,",I-DAT
057.jpeg,2023,I-DAT
057.jpeg,pee,O
057.jpeg,Mr.,B-NCER
057.jpeg,Vikrant,I-NCER
057.jpeg,Sankhe,I-NCER
057.jpeg,Dr.,I-NCER
057.jpeg,Sunita,I-NCER
057.jpeg,Patil,I-NCER
057.jpeg,Dr.,I-NCER
057.jpeg,Suresh,I-NCER
057.jpeg,Ukarande,I-NCER
057.jpeg,"Chairman,",I-NCER
057.jpeg,IET,I-NCER
057.jpeg,Mumbai,I-NCER
057.jpeg,LN,I-NCER
057.jpeg,Vice,I-NCER
057.jpeg,"Principal,",I-NCER
057.jpeg,KJSIEIT,I-NCER
057.jpeg,"Principal,",I-NCER
057.jpeg,KJSIEIT,I-NCER
057.jpeg,,O
058.jpeg,,O
058.jpeg,,O
058.jpeg,i,O
058.jpeg,Certificate,B-TYP
058.jpeg,Of,I-TYP
058.jpeg,Participation,I-TYP
058.jpeg,i,B-DES
058.jpeg,This,I-DES
058.jpeg,certificate,I-DES
058.jpeg,appreciates,I-DES
058.jpeg,Priyanshu,B-STU
058.jpeg,Singh,I-STU
058.jpeg,for,B-DES
058.jpeg,participating,I-DES
058.jpeg,in,I-DES
058.jpeg,DevFest,I-DES
058.jpeg,India,I-DES
058.jpeg,organised,I-DES
058.jpeg,by,I-DES
058.jpeg,GDG,B-COI
058.jpeg,Communities,I-COI
058.jpeg,in,I-COI
058.jpeg,India,I-COI
058.jpeg,on,B-DES
058.jpeg,October,B-DAT
058.jpeg,"16-18,",I-DAT
058.jpeg,2020,I-DAT
059.jpeg,SOMATYA,B-DES
059.jpeg,be.,I-DES
059.jpeg,VIDYAVIHAR,I-DES
059.jpeg,,O
059.jpeg,,O
059.jpeg,Thay,O
059.jpeg,K,B-COI
059.jpeg,J,I-COI
059.jpeg,Somaiya,I-COI
059.jpeg,Institute,I-COI
059.jpeg,of,I-COI
059.jpeg,Engineering,I-COI
059.jpeg,&,I-COI
059.jpeg,Information,I-COI
059.jpeg,Technology,I-COI
059.jpeg,An,I-COI
059.jpeg,Autonomous,I-COI
059.jpeg,Institute,I-COI
059.jpeg,permanently,I-COI
059.jpeg,affiliated,I-COI
059.jpeg,to,I-COI
059.jpeg,University,I-COI
059.jpeg,of,I-COI
059.jpeg,Mumbai.,I-COI
059.jpeg,Ref:,B-DES
059.jpeg,KISIT/COMP/22-23/STU/684,I-DES
059.jpeg,3,B-DAT
059.jpeg,April,I-DAT
059.jpeg,2023,I-DAT
059.jpeg,It,B-DES
059.jpeg,is,I-DES
059.jpeg,with,B-DES
059.jpeg,utmost,I-DES
059.jpeg,pleasure,B-DES
059.jpeg,that,I-DES
059.jpeg,‘we,B-DES
059.jpeg,present,I-DES
059.jpeg,this,B-DES
059.jpeg,Letter,B-TYP
059.jpeg,of,I-TYP
059.jpeg,Appreciation,I-TYP
059.jpeg,to,B-DES
059.jpeg,Shirke,B-STU
059.jpeg,Aditya,I-STU
059.jpeg,for,B-DES
059.jpeg,securing,I-DES
059.jpeg,third,I-DES
059.jpeg,rank.in,I-DES
059.jpeg,Second,I-DES
059.jpeg,Year,I-DES
059.jpeg,Semester,I-DES
059.jpeg,#NAME?,I-DES
059.jpeg,of,I-DES
059.jpeg,Department,I-DES
059.jpeg,of,I-DES
059.jpeg,Computer,I-DES
059.jpeg,Engineering,I-DES
059.jpeg,in,I-DES
059.jpeg,recognition,I-DES
059.jpeg,of,I-DES
059.jpeg,your,I-DES
059.jpeg,academic,I-DES
059.jpeg,success,I-DES
059.jpeg,in,I-DES
059.jpeg,the,I-DES
059.jpeg,academic,I-DES
059.jpeg,year,I-DES
059.jpeg,2022-23.,I-DES
059.jpeg,We,I-DES
059.jpeg,applaud,I-DES
059.jpeg,your,I-DES
059.jpeg,dedication,I-DES
059.jpeg,and,I-DES
059.jpeg,congratulate,I-DES
059.jpeg,you,I-DES
059.jpeg,on,I-DES
059.jpeg,your,I-DES
059.jpeg,success.,I-DES
059.jpeg,pel,I-DES
059.jpeg,Dr.,B-NCER
059.jpeg,Sarita,I-NCER
059.jpeg,Ambadekar,I-NCER
059.jpeg,Dr.,I-NCER
059.jpeg,Suresh,I-NCER
059.jpeg,Ukarande,I-NCER
059.jpeg,Head,I-NCER
059.jpeg,of,I-NCER
059.jpeg,Department,I-NCER
059.jpeg,Principal,I-NCER
059.jpeg,Computer,I-NCER
059.jpeg,Engineering,I-NCER
059.jpeg,K,B-DES
059.jpeg,J,I-DES
059.jpeg,Somaiya,I-DES
059.jpeg,Institute,I-DES
059.jpeg,of,I-DES
059.jpeg,Engineering,I-DES
059.jpeg,&,I-DES
059.jpeg,Information,I-DES
059.jpeg,Technology,I-DES
059.jpeg,Somaiya,I-DES
059.jpeg,Ayurvihar,I-DES
059.jpeg,"Complex,",I-DES
059.jpeg,Eastern,I-DES
059.jpeg,Express,I-DES
059.jpeg,"Highway,",I-DES
059.jpeg,Near,I-DES
059.jpeg,Everard,I-DES
059.jpeg,"Nagar,",I-DES
059.jpeg,Sion,I-DES
059.jpeg,"(E),",I-DES
059.jpeg,Mumbai,I-DES
059.jpeg,-,I-DES
059.jpeg,400,I-DES
059.jpeg,"022,",I-DES
059.jpeg,India,I-DES
060.jpeg,,O
060.jpeg,F,B-COI
060.jpeg,Certificate,B-TYP
060.jpeg,of,I-TYP
060.jpeg,Participation,I-TYP
060.jpeg,This,B-DES
060.jpeg,certificate,I-DES
060.jpeg,is,I-DES
060.jpeg,presented,I-DES
060.jpeg,to,I-DES
060.jpeg,@,I-DES
060.jpeg,Py,I-DES
060.jpeg,7,I-DES
060.jpeg,&,I-DES
060.jpeg,,O
060.jpeg,Priynshu,B-STU
060.jpeg,singh,I-STU
060.jpeg,,O
060.jpeg,for,B-DES
060.jpeg,participating,I-DES
060.jpeg,in,I-DES
060.jpeg,the,I-DES
060.jpeg,DevMela,B-COI
060.jpeg,on,B-DES
060.jpeg,November,B-DAT
060.jpeg,28,I-DAT
060.jpeg,&,I-DAT
060.jpeg,"29,",I-DAT
060.jpeg,2020,I-DAT
060.jpeg,organized,B-DES
060.jpeg,by,I-DES
060.jpeg,Google,B-COI
060.jpeg,Developers,I-COI
060.jpeg,Group,I-COI
060.jpeg,Jalandhar,I-COI
060.jpeg,&,I-COI
060.jpeg,DSC,I-COI
060.jpeg,Clubs,I-COI
060.jpeg,of,I-COI
060.jpeg,Punjab.,I-COI
060.jpeg,#DevMela,B-DES
060.jpeg,#GetYourTasteBudsReady,I-DES
060.jpeg,Google,I-DES
060.jpeg,Developers,I-DES
060.jpeg,Group,I-DES
060.jpeg,Jalandhar,I-DES
060.jpeg,gdg.community.dev/GDG-,I-DES
060.jpeg,Jalandhar,I-DES
060.jpeg,eer,I-DES
060.jpeg,ile,I-DES
060.jpeg,1,I-DES
060.jpeg,;,I-DES
060.jpeg,ertiticate,I-DES
060.jpeg,No.,I-DES
060.jpeg,:,I-DES
060.jpeg,-,I-DES
060.jpeg,Mail:,I-DES
060.jpeg,gdgjalandhar@gmail.com,I-DES
060.jpeg,Date:,I-DES
060.jpeg,13,I-DES
060.jpeg,Dec,I-DES
060.jpeg,2000,I-DES
061.jpeg,acmegrade,B-COI
061.jpeg,INTERNSHIP,B-TYP
061.jpeg,CERTIFICATION,I-TYP
061.jpeg,This,B-DES
061.jpeg,is,I-DES
061.jpeg,to,I-DES
061.jpeg,certify,I-DES
061.jpeg,that,I-DES
061.jpeg,AKANKSHA,B-STU
061.jpeg,ASHISH,I-STU
061.jpeg,PINTO,I-STU
061.jpeg,Web,B-DES
061.jpeg,Development,I-DES
061.jpeg,has,I-DES
061.jpeg,successfully,I-DES
061.jpeg,completed,I-DES
061.jpeg,her/his,I-DES
061.jpeg,internship,I-DES
061.jpeg,in,I-DES
061.jpeg,########,I-DES
061.jpeg,to,B-DAT
061.jpeg,########,I-DAT
061.jpeg,.,I-DAT
061.jpeg,During,B-DES
061.jpeg,this,I-DES
061.jpeg,period,I-DES
061.jpeg,the,I-DES
061.jpeg,from,I-DES
061.jpeg,student,I-DES
061.jpeg,was,I-DES
061.jpeg,found,I-DES
061.jpeg,to,I-DES
061.jpeg,be,I-DES
061.jpeg,"dedicated,",I-DES
061.jpeg,determined,I-DES
061.jpeg,and,I-DES
061.jpeg,hardworking.,I-DES
061.jpeg,Certificate,I-DES
061.jpeg,number:,I-DES
061.jpeg,AGI2208257,I-DES
061.jpeg,%,I-DES
061.jpeg,im,I-DES
061.jpeg,ne,I-DES
061.jpeg,For,I-DES
061.jpeg,certificate,I-DES
061.jpeg,authentication,I-DES
061.jpeg,Challa,B-NCER
061.jpeg,Rohit,I-NCER
061.jpeg,|,B-DES
061.jpeg,can,I-DES
061.jpeg,OR,B-DES
061.jpeg,code,I-DES
061.jpeg,Academic,B-DES
061.jpeg,Head,I-DES
061.jpeg,,O
062.jpeg,,O
062.jpeg,CERTIFICATE,B-TYP
062.jpeg,PROUDLY,B-DES
062.jpeg,PRESENTED,I-DES
062.jpeg,TO,I-DES
062.jpeg,,B-STU
062.jpeg,Full,B-DES
062.jpeg,Stack,I-DES
062.jpeg,Web,I-DES
062.jpeg,Development,I-DES
062.jpeg,Program,I-DES
062.jpeg,Demo,I-DES
062.jpeg,Session,I-DES
062.jpeg,Feb,B-DAT
062.jpeg,"16,",I-DAT
062.jpeg,2021,I-DAT
062.jpeg,Karan,B-NCER
062.jpeg,at,I-NCER
062.jpeg,Edureka,I-NCER
062.jpeg,Date,B-DES
062.jpeg,of,I-DES
062.jpeg,Completion,I-DES
062.jpeg,Organizer,I-DES
062.jpeg,e,B-COI
062.jpeg,d,I-COI
062.jpeg,u,I-COI
062.jpeg,r,I-COI
062.jpeg,e,I-COI
062.jpeg,k,I-COI
062.jpeg,a,I-COI
062.jpeg,,O
063.jpeg,pu?,B-COI
063.jpeg,Mone,I-COI
063.jpeg,&,I-COI
063.jpeg,"Ko,",I-COI
063.jpeg,S,I-COI
063.jpeg,SOMATYA,I-COI
063.jpeg,J,I-COI
063.jpeg,Tie,I-COI
063.jpeg,o,I-COI
063.jpeg,YAVIHAR,I-COI
063.jpeg,Engineering,I-COI
063.jpeg,and,I-COI
063.jpeg,Technology,I-COI
063.jpeg,“Wa,I-COI
063.jpeg,K,I-COI
063.jpeg,J,I-COI
063.jpeg,Somaiya,I-COI
063.jpeg,Institute,I-COI
063.jpeg,of,I-COI
063.jpeg,Technology,I-COI
063.jpeg,Participation,B-TYP
063.jpeg,Certificate,I-TYP
063.jpeg,Amogh,B-STU
063.jpeg,Joshi,I-STU
063.jpeg,has,B-DES
063.jpeg,participated,I-DES
063.jpeg,in,I-DES
063.jpeg,National,I-DES
063.jpeg,Level,I-DES
063.jpeg,Poster,I-DES
063.jpeg,cum,I-DES
063.jpeg,Project,I-DES
063.jpeg,Competition,I-DES
063.jpeg,“KJSIT-IET-INTECH,I-DES
063.jpeg,2K23”,I-DES
063.jpeg,organized,I-DES
063.jpeg,by,I-DES
063.jpeg,K,B-COI
063.jpeg,J,I-COI
063.jpeg,Somaiya,I-COI
063.jpeg,Institute,I-COI
063.jpeg,of,I-COI
063.jpeg,"Technology,",I-COI
063.jpeg,"Sion,",I-COI
063.jpeg,Mumbai,I-COI
063.jpeg,in,B-DES
063.jpeg,association,I-DES
063.jpeg,with,I-DES
063.jpeg,The,B-COI
063.jpeg,Institution,I-COI
063.jpeg,of,I-COI
063.jpeg,Engineering,I-COI
063.jpeg,and,I-COI
063.jpeg,"Technology,",I-COI
063.jpeg,Mumbai,I-COI
063.jpeg,Local,I-COI
063.jpeg,Network,I-COI
063.jpeg,on,B-DAT
063.jpeg,March,I-DAT
063.jpeg,"25,",I-DAT
063.jpeg,2023,I-DAT
063.jpeg,Mr.,B-NCER
063.jpeg,Vikrant,I-NCER
063.jpeg,Sankhe,I-NCER
063.jpeg,Dr.,I-NCER
063.jpeg,Sunita,I-NCER
063.jpeg,Patil,I-NCER
063.jpeg,Dr.,I-NCER
063.jpeg,Suresh,I-NCER
063.jpeg,Ukarande,I-NCER
063.jpeg,"Chairman,",I-NCER
063.jpeg,IET,I-NCER
063.jpeg,Mumbai,I-NCER
063.jpeg,LN,I-NCER
063.jpeg,Vice,I-NCER
063.jpeg,"Principal,",I-NCER
063.jpeg,KJSIEIT,I-NCER
063.jpeg,"Principal,",I-NCER
063.jpeg,KJSIEIT,I-NCER
063.jpeg,,O
064.jpeg,,O
064.jpeg,,O
064.jpeg,,O
064.jpeg,,O
064.jpeg,Google,B-COI
064.jpeg,Cloud,I-COI
064.jpeg,Jan,B-DAT
064.jpeg,"11,",I-DAT
064.jpeg,2021,I-DAT
064.jpeg,Priyanshu,B-STU
064.jpeg,Singh,I-STU
064.jpeg,has,B-DES
064.jpeg,successfully,I-DES
064.jpeg,completed,I-DES
064.jpeg,Elastic,I-DES
064.jpeg,Google,I-DES
064.jpeg,Cloud,I-DES
064.jpeg,Infrastructure:,I-DES
064.jpeg,Scaling,I-DES
064.jpeg,and,I-DES
064.jpeg,Automation,I-DES
064.jpeg,an,I-DES
064.jpeg,online,I-DES
064.jpeg,non-credit,I-DES
064.jpeg,course,I-DES
064.jpeg,authorized,I-DES
064.jpeg,by,I-DES
064.jpeg,Google,B-COI
064.jpeg,Cloud,I-COI
064.jpeg,and,B-DES
064.jpeg,offered,I-DES
064.jpeg,through,I-DES
064.jpeg,Coursera,B-COI
064.jpeg,COURSE,B-TYP
064.jpeg,CERTIFICATE,I-TYP
064.jpeg,,O
064.jpeg,,O
064.jpeg,,O
064.jpeg,Verify,B-DES
064.jpeg,at,I-DES
064.jpeg,coursera.org/verify/L9GWPAA3WAU9,I-DES
064.jpeg,Coursera,I-DES
064.jpeg,has,I-DES
064.jpeg,confirmed,I-DES
064.jpeg,the,I-DES
064.jpeg,identity,I-DES
064.jpeg,of,I-DES
064.jpeg,this,I-DES
064.jpeg,individual,I-DES
064.jpeg,and,I-DES
064.jpeg,their,I-DES
064.jpeg,participation,I-DES
064.jpeg,in,I-DES
064.jpeg,the,I-DES
064.jpeg,course.,I-DES
064.jpeg,,O
064.jpeg,,O
064.jpeg,,O
064.jpeg,,O
064.jpeg,,O
064.jpeg,,O
065.jpeg,Microsoft,B-COI
065.jpeg,Learn,I-COI
065.jpeg,Student,I-COI
065.jpeg,Ambassador,I-COI
065.jpeg,This,B-DES
065.jpeg,certificate,I-DES
065.jpeg,is,I-DES
065.jpeg,presented,I-DES
065.jpeg,to:,I-DES
065.jpeg,Jay,B-STU
065.jpeg,Munjapara,I-STU
065.jpeg,For,B-DES
065.jpeg,active,I-DES
065.jpeg,participation,I-DES
065.jpeg,and,I-DES
065.jpeg,commendable,I-DES
065.jpeg,efforts,I-DES
065.jpeg,in,I-DES
065.jpeg,Microsoft,B-COI
065.jpeg,Learn,I-COI
065.jpeg,Student,I-COI
065.jpeg,"Ambassadors,",I-COI
065.jpeg,AMU,B-DES
065.jpeg,Battlegrounds.,I-DES
065.jpeg,Event,I-DES
065.jpeg,Hosted,I-DES
065.jpeg,By,I-DES
065.jpeg,PRANSHI,B-NCER
065.jpeg,JINDAL,I-NCER
065.jpeg,Microsoft,B-COI
065.jpeg,Learn,I-COI
065.jpeg,Student,I-COI
065.jpeg,Ambassador,I-COI
065.jpeg,Microsoft,I-COI
065.jpeg,Learn,I-COI
065.jpeg,aL,I-COI
065.jpeg,,O
066.jpeg,Certificate,B-DES
066.jpeg,no:,I-DES
066.jpeg,UC-217d9692-d051-485d-98e9-91ba79e7717T,I-DES
066.jpeg,U,B-COI
066.jpeg,a,I-COI
066.jpeg,e,I-COI
066.jpeg,my,I-COI
066.jpeg,Certificate,B-DES
066.jpeg,url:,I-DES
066.jpeg,Reference,I-DES
066.jpeg,Number:,I-DES
066.jpeg,4,I-DES
066.jpeg,CERTIFICATE,B-TYP
066.jpeg,OF,I-TYP
066.jpeg,COMPLETION,I-TYP
066.jpeg,Data,B-DES
066.jpeg,Modeling,I-DES
066.jpeg,and,I-DES
066.jpeg,Relational,I-DES
066.jpeg,Database,I-DES
066.jpeg,Design,I-DES
066.jpeg,using,I-DES
066.jpeg,ERwin,I-DES
066.jpeg,Instructors,B-NCER
066.jpeg,Haris,I-NCER
066.jpeg,Kilikotu,I-NCER
066.jpeg,Priyanshu,B-STU
066.jpeg,Singh,I-STU
066.jpeg,Date,B-DAT
066.jpeg,Oct.,I-DAT
066.jpeg,"10,",I-DAT
066.jpeg,2022,I-DAT
066.jpeg,Length,B-DES
066.jpeg,3.5,I-DES
066.jpeg,total,I-DES
066.jpeg,hours,I-DES
067.jpeg,Certificate,B-TYP
067.jpeg,of,I-TYP
067.jpeg,Participation,I-TYP
067.jpeg,Presented,B-DES
067.jpeg,to,I-DES
067.jpeg,Coa,B-STU
067.jpeg,"Madan,",I-STU
067.jpeg,Dhokiya,I-STU
067.jpeg,Clditya,I-STU
067.jpeg,Bhavsar,I-STU
067.jpeg,&,I-STU
067.jpeg,Dixit,I-STU
067.jpeg,for,B-DES
067.jpeg,successfully,I-DES
067.jpeg,completing,I-DES
067.jpeg,a,I-DES
067.jpeg,one-month,I-DES
067.jpeg,internship,I-DES
067.jpeg,program,I-DES
067.jpeg,on,I-DES
067.jpeg,"Azure,",I-DES
067.jpeg,Java,I-DES
067.jpeg,and,I-DES
067.jpeg,Web,I-DES
067.jpeg,Development,I-DES
067.jpeg,from,I-DES
067.jpeg,December,B-DAT
067.jpeg,2022,I-DAT
067.jpeg,to,I-DAT
067.jpeg,January,I-DAT
067.jpeg,2023,I-DAT
067.jpeg,Department,B-DES
067.jpeg,of,I-DES
067.jpeg,Computer,I-DES
067.jpeg,Engineering,I-DES
067.jpeg,In,I-DES
067.jpeg,Association,I-DES
067.jpeg,with,I-DES
067.jpeg,Claidroid,B-COI
067.jpeg,Technologies,I-COI
067.jpeg,Pvt.,I-COI
067.jpeg,"Ltd.,",I-COI
067.jpeg,The,I-COI
067.jpeg,Institution,I-COI
067.jpeg,of,I-COI
067.jpeg,Engineering,I-COI
067.jpeg,and,I-COI
067.jpeg,Technology,I-COI
067.jpeg,(IET),I-COI
